student_id,timestamp,channel,duration
student_0,0.10379298980206167,forum,12.761299867886356
student_0,0.9489200793526551,forum,6.576122123690653
student_0,2.094391279012092,forum,15.278004607942226
student_0,3.049451135186731,quiz,1.0
student_0,3.801806331400928,forum,7.018413845754406
student_0,4.485319302328207,forum,8.434677387085392
student_0,6.0350803651461264,forum,8.493134484839553
student_0,6.4832003385988015,forum,5.493467430694134
student_0,7.94616829054155,forum,7.161929861715994
student_0,9.321062472199165,forum,9.456473407323843
student_0,10.250187038799517,assignment,14.203183811429117
student_0,10.721063251550328,assignment,12.78123872864686
student_0,12.609628715373987,forum,3.544752088161239
student_0,13.691912360932266,quiz,8.334967548734715
student_0,13.798243849207216,quiz,8.083713821559202
student_0,14.849732664413573,quiz,13.025173604405358
student_0,15.879732424417199,forum,12.083112415915764
student_0,17.17030939392868,quiz,6.239495942856234
student_0,17.99995719682027,assignment,12.27593769207967
student_0,19.651051826070884,assignment,13.953999702489138
student_0,20.19943799156855,forum,2.250685419604064
student_0,20.57965869430473,quiz,9.503471803522194
student_0,22.36450439650601,quiz,10.536392363553723
student_0,23.09158453141556,forum,13.707490790549286
student_0,24.33107351687262,forum,3.9280945698476373
student_0,24.565797963296916,forum,11.813038777973176
student_0,25.28115415155099,quiz,14.05066853624164
student_0,27.48467869216663,quiz,10.109610361747524
student_0,27.71937669655655,quiz,17.181111177282865
student_0,29.16855861861862,quiz,8.328458510050217
student_0,30.962242790592473,quiz,10.79278822197562
student_0,31.001083774789794,assignment,10.634403007246972
student_0,32.42588993906646,quiz,6.594071032266056
student_0,32.71158594590649,assignment,8.751985144500026
student_0,32.97163083174737,assignment,8.682293957734023
student_0,34.807203636742514,assignment,1.0
student_0,36.051198876895015,forum,6.916180961083779
student_0,36.54531615587397,forum,5.536268508962311
student_0,37.780744034541485,quiz,11.343415248063312
student_0,39.52825001304545,assignment,7.798245268187491
student_0,40.35088878849116,assignment,8.970732812767213
student_0,41.19995412914627,quiz,12.680373980136675
student_0,41.765111763720824,assignment,10.77275170739585
student_0,42.71134320851422,forum,7.540157583078821
student_0,43.025737658187154,quiz,13.35769621358044
student_0,44.695428014870544,forum,6.786110048148062
student_0,46.22258663749886,forum,6.142209678732376
student_0,47.45972515077217,forum,12.73043938854054
student_0,48.494238264283915,quiz,13.017474616678719
student_0,49.50773245584112,assignment,11.88215740767081
student_0,49.91076342282973,quiz,13.333016558474252
student_0,50.746240511341256,forum,9.176495654342974
student_0,51.42631375619073,quiz,12.432360289167757
student_0,52.68625866608391,forum,10.532927680566022
student_0,53.71332373972634,forum,13.203092949359792
student_0,55.22208449484852,quiz,7.953929143480874
student_0,56.277904717591056,quiz,9.34426867109784
