UserID,CourseID,Sequence,Freq_Course_View,Freq_Forum_Consume,Freq_Forum_Contribute,Freq_Lecture_View,Regularity_Course_View,Regularity_Lecture_View,Regularity_Forum_Consume,Regularity_Forum_Contribute,Session_Count,Total_Duration,Active_Days,Final_Grade,State,StateID,Prob_Disengaged,Prob_Average,Prob_Active
D2C5F64E,C6107FC4,1,-1.1345031702443036,-1.868049522003178,-1.8356234680266725,-1.0749363293372818,-0.7907494576582474,0.38,0.18,0.83,-1.304314044225871,-1.221061497967113,-1.0901505922180548,50.04,Disengaged,1,0.9999999023143088,9.76856915054025e-08,7.133341814723389e-17
D2C5F64E,4C3F37F0,2,-2.0273016761313145,-2.6901210662416037,-2.7901259594703625,-1.5067309112880716,-1.542216478322855,0.49,0.11,0.03,-2.2580688006262144,-2.6141752044119366,-2.420598943598125,38.86,Disengaged,1,1.0,3.492438947282004e-21,9.33901433049413e-30
D2C5F64E,E54A52A3,3,0.5193018967881101,-1.241592395681537,-2.3865122921700896,1.3520982652452367,-1.244307690537274,0.56,0.14,0.07,-0.4738566689784084,-0.7113108905355977,-0.8190975966945453,44.73,Disengaged,1,0.8097337727132322,0.19026549497250675,7.323142609096253e-07
D2C5F64E,AB7EC624,4,1.8753696830152353,1.3295934196505552,-0.04888636182545126,0.9894425395338201,1.5820654845213118,0.84,0.53,0.53,1.8923732314201238,1.7114719462830914,0.7788875576812735,48.99,Active,3,3.6777527360407057e-28,1.7640266603395375e-12,0.9999999999982361
D2C5F64E,B0E95213,5,2.77573180988492,2.1081044589240863,1.108994629077695,2.9666028555448354,1.5302610955893325,0.8,0.75,0.56,2.5131200479137177,2.868427069550829,1.4924050144892729,47.84,Active,3,3.967781412677106e-43,2.1175500679535916e-24,1.0
D2C5F64E,3DE2A32B,6,0.6025421290931533,2.464950548804593,0.5277090295218398,-0.6710522505602151,-0.783396686857334,0.52,0.45,0.54,0.478462953427625,1.5865066998018913,-0.21299482474181233,52.19,Active,3,1.2100713590439694e-12,0.0012953703647379873,0.9987046296340525
D2C5F64E,D7DF3685,7,0.43387881156716734,0.3571596852641884,-0.12193424271932601,0.5595432010536187,-0.3748005709902319,0.64,0.39,0.34,0.1105178407608484,0.11927615907383789,0.03277381682888069,59.39,Average,2,9.353036530654795e-08,0.9974112729773377,0.002588633492296781
D2C5F64E,ECD1AFC8,8,0.7071067811865476,0.7071067811865475,-0.7071067811865476,0.7071067811865476,0.7071067811865475,0.65,0.36,0.23,0.7071067811865476,-0.7071067811865475,0.7071067811865476,62.48,Active,3,6.747879436083895e-11,0.1222770491828275,0.8777229507496945
D7E3D0DC,B51E1259,1,0.938960889331066,1.216732353642897,1.5014863242545775,0.8866450562554967,0.3197910082410718,0.44,0.36,0.38,1.2630142829520075,1.2240220538073503,1.134720776612428,48.9,Active,3,4.463255699272886e-21,1.5602575478920686e-07,0.9999998439742457
D7E3D0DC,C473D477,2,1.548130307082766,1.3941667093422738,1.7033389953910198,0.7336428402888602,0.7216509503557064,0.49,0.37,0.37,1.418414595399503,1.3621700049323984,1.0879368351963499,54.95,Active,3,6.474183317824866e-25,4.313598564309874e-10,0.9999999995686402
D7E3D0DC,0B301F55,3,-2.458074545146448,-2.529501250977495,-2.5310140023254553,-1.4302517150139635,-3.6853092815214814,0.16,0.05,0.84,-2.9351786961879105,-2.6431154876755145,-3.9448529897726887,66.25,Disengaged,1,1.0,3.9103561660921113e-32,1.6736075724210263e-39
D7E3D0DC,C7FCE169,4,0.3350704358290198,1.3803804208711195,1.394784102069743,0.426154482331857,0.013245323570650449,0.34,0.49,0.58,0.03596843069448384,0.8261160109648954,0.4057513356003445,47.95,Active,3,2.8882500863771597e-11,0.16648226136113817,0.8335177386099796
D7E3D0DC,00F0AFF5,5,0.6684460475357565,1.301181756416893,1.4641461637008355,0.5493042341030243,0.07205877781739856,0.36,0.41,0.44,0.2847054249534427,0.27391674060715937,0.5735393346764044,46.8,Active,3,2.4231456462244425e-12,0.04408298507838281,0.9559170149191948
D7E3D0DC,7AD1EA25,6,0.30505763127689434,1.269345866205714,1.4113622459491142,0.10280659122752708,0.7996127381260578,0.21,0.43,0.41,-0.017514236102601468,1.2597391731681846,0.6324555320336759,47.62,Active,3,9.938943306615726e-14,0.00997895886834303,0.9900210411315578
D7E3D0DC,42670932,7,1.3253906254988104,1.0968212892488265,1.3837120060961168,1.3057059983618882,0.6136416027271213,0.47,0.2,0.18,0.7593735137856978,1.3469127370891083,0.08075728530872482,54.9,Active,3,1.3528797720660484e-18,9.110854107999349e-06,0.999990889145892
D7E3D0DC,2E7F80D3,8,0.4224518257745796,0.3706198081042197,0.11728376197425808,1.401826230627904,0.044672364842242525,0.61,0.59,0.35,0.6352042965416524,-0.48090364614755426,0.6303597455593253,65.36,Average,2,9.44213856513756e-10,0.597139738578549,0.40286026047723733
2926CF64,B51E1259,1,-1.178021483854006,-1.034442127375098,-0.9927590499183228,0.06185895741317419,-1.531630618417766,0.2,0.08,0.08,-1.3120633813190758,-0.9886759276001859,-1.2968237446999182,58.25,Disengaged,1,0.9999982095280557,1.7904719434788756e-06,7.000182245848157e-16
2926CF64,C473D477,2,-0.7550696896507973,-0.6028026453599181,-0.4200646302996825,-0.6823957301216235,-1.0004706357204107,0.32,0.2,0.31,-1.0259406539540101,-0.887426898942775,-1.2024565020591231,56.96,Disengaged,1,0.9982125625945213,0.0017874374018831286,3.5952774680056586e-12
2926CF64,C7FCE169,3,-1.1919718782770048,-0.9782223454992185,-0.889072907167263,-0.9961700319477166,-1.4172496220595965,0.18,0.89,0.85,-1.1437960960845863,-1.4132485910134076,-1.487754897201263,37.0,Disengaged,1,0.9999997238189167,2.7618108373334724e-07,6.053562954607126e-17
2926CF64,00F0AFF5,4,-1.4176932656527583,-0.9415586579097115,-0.7145832812601347,-1.0673472516310798,-1.4267638007844967,0.09,0.89,0.85,-1.3673880268890697,-1.4472785332752496,-1.4912022701586514,46.8,Disengaged,1,0.9999999671337895,3.286621064825933e-08,3.759435865839425e-18
2926CF64,7AD1EA25,5,-1.4863446289874211,-0.6227389121385298,-0.6032881757194253,-0.7967510820133349,-1.2699731723178562,0.3,0.23,0.32,-1.383624652105516,-1.1140322430433864,-1.2649110640673518,48.64,Disengaged,1,0.9999986085112162,1.3914887838311397e-06,2.8996302091063537e-16
2926CF64,42670932,6,-0.9676727404160864,-1.2761757139058671,-0.83022720365767,-0.8598551696529507,-0.2789280012396009,0.36,0.14,0.27,-0.8629244474837475,-1.069182445081204,-0.8883301383959731,47.13,Disengaged,1,0.9973271410452731,0.0026728589407224407,1.4004599289095734e-11
2926CF64,2E7F80D3,7,-1.6779628593850118,-2.068058529221544,-1.9706567907032775,-1.6755109828027603,-2.2844523124498286,0.1,0.17,0.91,-2.3180216493199115,-1.2041527317494716,-2.2140734864687057,40.0,Disengaged,1,1.0,2.9591491526230185e-17,1.0476864377018443e-27
2926CF64,79ED6873,8,-2.7876727057618407,-2.101221018016777,-2.1487283622727786,-2.198291834719113,-3.271820442843309,0.12,0.06,0.06,-2.62925083380948,-2.433490005492879,-2.8479667575254903,45.67,Disengaged,1,1.0,3.1161668855042113e-26,8.109766588584097e-36
985AFF35,B51E1259,1,-0.5587681365957876,-0.47439384185354805,-0.7458040623764515,-1.5258542828582966,-0.01683110569689854,0.9,0.38,0.29,-0.1675844194208166,-0.8640047876466632,-0.21613729078331986,54.19,Average,2,0.010567188403664515,0.9894323243504979,4.872458378435973e-07
985AFF35,C473D477,2,-0.9925129882831235,-0.5805316116643546,-0.6047084238380044,-1.2892694031546879,-1.0004706357204107,0.26,0.39,0.27,-0.7160928054444099,-1.0020415845049884,-0.916157334902189,55.99,Disengaged,1,0.9955019918882478,0.004498008101909188,9.842687817753799e-12
985AFF35,0B301F55,3,-0.652998930399436,-1.3510204429190749,-1.488364966356164,-0.15437774073662452,-1.0235742035659539,0.39,0.35,0.13,-1.4077524678878481,-1.3843492087946023,-1.5888991208806662,64.94,Disengaged,1,0.9999997807832655,2.192167338951322e-07,2.468297218177591e-16
985AFF35,2BEA9279,4,-0.5225034472160026,-1.0494485972652845,-1.052214190760907,-1.2829550049438525,-1.723685061600781,0.35,0.25,0.44,-1.3413058750448967,-1.1998529690302018,-1.0883499631955862,62.62,Disengaged,1,0.9999981813435612,1.8186564385937563e-06,4.783232801750767e-16
985AFF35,2E7F80D3,5,-0.7935777287914996,-1.255165750112956,-0.5516680655826223,0.4514720911860811,-1.119889973803793,0.5,0.17,0.35,-1.2561876013696862,-1.5275951652693884,-0.682455592299766,61.1,Disengaged,1,0.9998612859592593,0.00013871404022144202,5.196738058005179e-13
985AFF35,79ED6873,6,-1.1391204598905074,-1.9977125934839313,-2.0101552394207394,-0.4069220127157302,-2.437068494140287,0.34,0.25,0.17,-2.0899754773493333,-2.0916724783553584,-2.113585392377408,60.64,Disengaged,1,1.0,4.508517376835886e-16,9.213747602403914e-26
985AFF35,702CCDB0,7,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,0.7071067811865475,-0.7071067811865467,0.36,0.27,0.17,-0.7071067811865476,-0.7071067811865476,0.7071067811865475,56.22,Average,2,0.014020366832557678,0.9859778648430867,1.7683243550143704e-06
985AFF35,CBE4E412,8,0.0,0.0,0.0,0.0,0.0,0.61,0.33,0.15,0.0,0.0,0.0,46.43,Average,2,7.126564410026825e-07,0.9998121243234169,0.00018716302014221663
F89100C7,B51E1259,1,1.1405782582058348,0.9147455330185317,0.41488437907034376,-0.30929478706587094,1.2455018215704907,0.31,0.38,0.45,0.6703376776832661,0.8529292715846465,0.8645491631332786,58.25,Active,3,5.646313241900288e-17,0.00014972184393363105,0.9998502781560664
F89100C7,C473D477,2,0.21844783474173976,0.7111883426783272,0.06462532773841262,0.0863109223869248,1.2136856892345969,0.32,0.46,0.3,0.592153666040569,0.590648625262995,0.5153385008824816,56.96,Active,3,1.748321166772914e-12,0.08920940396366019,0.9107905960345917
F89100C7,C7FCE169,3,-0.3130986039713791,-0.032607411516640615,0.008156632175846449,-0.6270171045774456,0.754983443527075,0.42,0.39,0.44,-0.17984215347241922,0.021630246855227513,0.4057513356003445,58.73,Average,2,3.19675938903492e-07,0.9996432972283363,0.00035638309572499785
F89100C7,00F0AFF5,4,0.012242601603218984,0.24192826626846753,-0.19488634943458222,-0.5850313387601316,0.533234955848751,0.47,0.29,0.36,0.06014903344086817,0.3202549984851724,0.3441236008058426,46.8,Average,2,3.140897021029601e-08,0.9969055582976456,0.003094410293384183
F89100C7,7AD1EA25,5,0.5906434988552635,0.3059449010854798,-0.005534753905682801,-0.6810936668823669,0.7996127381260578,0.38,0.37,0.36,0.9282545134378779,0.21120121479877066,0.9486832980505138,50.24,Active,3,1.6777060499262691e-12,0.03312921059811616,0.9668707894002064
F89100C7,42670932,6,0.16968668907770237,0.3656070964162755,0.07174802994572457,0.2547719021193928,0.9483552042146417,0.28,0.38,0.22,0.9664753811817973,-0.09354450915987117,1.372873850248322,51.44,Active,3,2.1693664477589946e-13,0.007040689601562339,0.9929593103982212
F89100C7,79ED6873,7,-0.6853904839626175,-1.2213994094875849,-1.4731843883690876,-0.4069220127157302,-0.3501886223827316,0.44,0.36,0.37,-0.5651279177034002,-0.406248832130875,-0.40002887369854906,60.64,Disengaged,1,0.5035465378470396,0.49645341654637826,4.5606581696962315e-08
F89100C7,702CCDB0,8,0.7071067811865475,0.7071067811865476,0.7071067811865476,-0.7071067811865475,0.7071067811865478,0.36,0.3,0.4,0.7071067811865476,0.7071067811865476,-0.7071067811865475,55.09,Active,3,2.1860782384443464e-10,0.32333506757318076,0.6766649322082111
AB944042,4C3F37F0,1,-0.9974903794049075,-1.1403032210835649,-0.8278051781042186,-1.458162295832632,-0.9666107050751165,0.35,0.39,0.32,-1.4003769219353182,-0.912438136860781,-1.3315769239834265,59.55,Disengaged,1,0.9999982561641366,1.743835863226825e-06,4.2124626483886404e-16
AB944042,E54A52A3,2,-1.2514787383506798,-0.4727649141931087,0.06831619156975452,-0.5368076492055911,-0.7738497882073916,0.32,0.38,0.43,-0.963371210496973,-0.40116037257548215,-1.0274229970099211,54.14,Disengaged,1,0.973306876730442,0.026693123130059834,1.3949800801801423e-10
AB944042,AB7EC624,3,-0.7191391220709255,-0.6740290333510962,-0.6314488402454107,-1.1074494479185881,-0.17169702932789388,0.39,0.59,0.68,-0.2067298488106018,-0.9981613928553409,-1.1075923985375913,61.8,Disengaged,1,0.5877582326868561,0.4122417375577969,2.9755346371713373e-08
AB944042,B0E95213,4,-0.5214636714924357,-0.5248110448695097,-0.1620649987747097,-0.1794086304772787,-0.4444561554833728,0.4,0.58,0.22,-0.6764309369279752,-0.31726620194659094,-0.42640143271122083,60.35,Average,2,0.01577101937123207,0.9842288121921707,1.6843659706250458e-07
AB944042,0B301F55,5,-0.9264952356641347,-0.7182401075576574,-0.4457159303868725,-0.45023257535165967,-1.3087601047754749,0.34,0.38,0.47,-0.8258758094878242,-0.2731942096058912,-0.7054164200461576,54.67,Disengaged,1,0.9424503369682042,0.05754966271261007,3.191853450535453e-10
AB944042,2BEA9279,6,-1.5060957950514529,-1.1906830809560458,-0.958987217619476,-1.2829550049438525,-1.5080052420922399,0.19,0.42,0.46,-1.12293311180132,-1.665843845547791,-1.532353430767915,52.08,Disengaged,1,0.9999999922135556,7.786444487313619e-09,1.051978576842886e-18
AB944042,2E7F80D3,7,-1.4845036120676809,0.18613350362567493,-0.5516680655826223,-0.8005817750626695,-1.119889973803793,0.33,0.46,0.35,-0.8414086763891295,0.04429169220370287,-1.3388632612293117,52.41,Disengaged,1,0.9915917872614017,0.008408212667953458,7.064450257805239e-11
AB944042,79ED6873,8,-1.3054881177307338,-1.190346882127731,-1.2999679848040386,-0.7010275058804647,-1.184940571085754,0.32,0.31,0.36,-1.5878915247829894,-1.1879818790893926,-1.1344102388466315,64.11,Disengaged,1,0.9999999061521567,9.384784371471389e-08,1.6540004970566246e-17
ED560D33,B51E1259,1,-0.3427495270871069,-0.6226419174327819,-0.17780759103014743,0.8866450562554967,-0.01683110569689854,0.32,0.27,0.29,-0.45370415989538143,-0.22427061014514693,-0.4863089042624695,58.25,Average,2,0.00036646614083340307,0.9996298640839095,3.6697752568899547e-06
ED560D33,C473D477,2,-0.018995463890586362,-0.9220207949963279,-0.7431912689917459,1.1517113706005266,0.0656046318505188,0.49,0.21,0.15,-0.268534802041654,-0.06335014674762905,0.5153385008824816,55.99,Average,2,6.486883766759568e-06,0.9997032008270312,0.0002903122892018389
ED560D33,0B301F55,3,-0.7259312784700224,-2.581749168576144,-2.5310140023254553,1.5837694126267068,-3.11493747910244,0.46,0.89,0.85,-1.9532618351378703,-1.886063882227564,-3.355864522549683,57.13,Disengaged,1,1.0,4.170144515397807e-20,3.747956375204666e-27
ED560D33,C7FCE169,4,1.170000046419364,-0.3695506638552603,-0.5138678270783263,1.1970326541933052,0.6490208549618715,0.72,0.12,0.09,1.2876698188625215,0.5655023331932848,0.6762522260005741,61.28,Active,3,2.2570120824963582e-15,0.0002592267855485724,0.99974077321445
ED560D33,00F0AFF5,5,0.7370046165137828,-0.601551364775649,-0.5546765330061186,1.103074356288187,0.8214700671183462,0.66,0.16,0.12,1.022533568494759,0.8531067941829177,0.5735393346764044,46.8,Active,3,1.685098192248901e-13,0.00507682376924872,0.9949231762305834
ED560D33,7AD1EA25,6,0.5906434988552635,-0.952551855152664,-0.8025393163240061,1.3750381576681747,-0.32925230393425875,0.46,0.19,0.17,0.4728843747702397,-0.3569081449235687,-0.31622776601683794,63.75,Average,2,4.813106252968064e-06,0.9975007222612533,0.002494464632492902
ED560D33,42670932,7,-0.5274045741604263,-0.18625267175923466,-0.6252328323841713,-0.7006227308283302,-1.283068805702163,0.34,0.32,0.41,-0.8629244474837475,-0.18418578284803333,-0.5653009971610737,55.59,Disengaged,1,0.5060510372832493,0.493948953527548,9.1892020215809e-09
ED560D33,79ED6873,8,0.8875400992540677,-2.3703429218021776,-2.3912313272638475,2.7480278230514217,0.6515137160608946,0.79,0.95,0.93,0.7365712185797132,-0.11085966117967287,1.0687338565976157,60.64,Active,3,1.1978870796432247e-09,0.0009710192381298835,0.9990289795639825
06AC3EDE,4C3F37F0,1,-0.4907578365712786,0.06630236770729583,0.11892853220400867,-0.8915284488525024,-0.5189173258824309,0.29,0.58,0.65,0.2635453227250211,0.11326904200835575,-0.02475050044578853,70.27,Average,2,7.778047815602585e-06,0.9999467244255229,4.549752666153877e-05
06AC3EDE,E54A52A3,2,-1.3291445556813284,-0.9438071035557373,-0.649762888707887,0.12020310364687077,-0.47981359925121525,0.46,0.48,0.75,-0.38320582795645197,-0.8322348349891636,-0.4024467960637939,61.51,Disengaged,1,0.5506481356692531,0.4493518338406106,3.049013729470576e-08
06AC3EDE,AB7EC624,3,-1.1908679957229547,-0.9183732349366633,-0.8106988336053983,0.5101529424018411,-0.8462210731160498,0.34,0.52,0.51,-0.7265077543915434,-0.7024121401168918,-0.7931790725011137,72.46,Disengaged,1,0.9695555400189813,0.030444459601496377,3.795223711859431e-10
06AC3EDE,B0E95213,4,-0.844384878431455,-0.21970924829256933,-0.37749883400393086,-1.2988483003501783,-0.8266594944006705,0.39,0.34,0.5,-0.194289508986789,-0.5719542548811622,-0.8528028654224417,70.25,Average,2,0.25947127933533526,0.7405286835072115,3.7157453633624454e-08
06AC3EDE,0B301F55,5,-1.1999915409288335,-0.5208590855183162,-0.33197239919022253,-0.08041403208286577,-0.26307846700723214,0.2,0.55,0.56,-0.8622431006378257,-0.5938729307347028,-0.7054164200461576,82.19,Disengaged,1,0.6555621531242601,0.34443783905408654,7.821653065132283e-09
06AC3EDE,2BEA9279,6,0.3430578188791936,-0.7546983704323917,-0.1898646892026706,-0.045033921194678694,-0.9328590567361296,0.38,0.39,0.5,-0.6497921247735702,-0.12715417765167425,-0.2003430280509288,76.65,Average,2,0.002399236360041202,0.9975991461721175,1.617467840865001e-06
06AC3EDE,2E7F80D3,7,0.1046259194675362,-0.23472587846600534,-0.3489553905653858,-0.40837213021366325,-0.9257962506961206,0.38,0.61,0.62,-0.21094471041868326,-1.0502337611510624,-0.2448504796800689,69.42,Average,2,0.004016148227000135,0.995982461305923,1.3904670767063622e-06
